director_name,movie_title,actor_1_name,actor_2_name,actor_3_name,genres,comb
Lee Tamahori,die another day,Toby Stephens,Colin Salmon,Rick Yune,Action Adventure Thriller,Toby Stephens Colin Salmon Rick Yune Lee Tamahori Action Adventure Thriller
Michael Bay,armageddon,Bruce Willis,Steve Buscemi,Will Patton,Action Adventure Sci-Fi Thriller,Bruce Willis Steve Buscemi Will Patton Michael Bay Action Adventure Sci-Fi Thriller
Barry Sonnenfeld,men in black ii,Will Smith,Rosario Dawson,Rip Torn,Action Adventure Comedy Family Fantasy Mystery Sci-Fi,Will Smith Rosario Dawson Rip Torn Barry Sonnenfeld Action Adventure Comedy Family Fantasy Mystery Sci-Fi
Robert Zemeckis,beowulf,Robin Wright,Anthony Hopkins,Sebastian Roché,Action Adventure Animation Fantasy,Robin Wright Anthony Hopkins Sebastian Roché Robert Zemeckis Action Adventure Animation Fantasy
Alessandro Carloni,kung fu panda 3,J.K. Simmons,Angelina Jolie Pitt,Wayne Knight,Action Adventure Animation Comedy Family,J.K. Simmons Angelina Jolie Pitt Wayne Knight Alessandro Carloni Action Adventure Animation Comedy Family
Brad Bird,mission: impossible - ghost protocol,Tom Cruise,Jeremy Renner,Michael Nyqvist,Action Adventure Thriller,Tom Cruise Jeremy Renner Michael Nyqvist Brad Bird Action Adventure Thriller
Peter Ramsey,rise of the guardians,Hugh Jackman,Kamil McFadden,Khamani Griffin,Adventure Animation Family Fantasy,Hugh Jackman Kamil McFadden Khamani Griffin Peter Ramsey Adventure Animation Family Fantasy
Dean Parisot,fun with dick and jane,John Michael Higgins,Richard Burgi,David Herman,Comedy Crime,John Michael Higgins Richard Burgi David Herman Dean Parisot Comedy Crime
Edward Zwick,the last samurai,Tom Cruise,Tony Goldwyn,Chad Lindberg,Action Drama History War,Tom Cruise Tony Goldwyn Chad Lindberg Edward Zwick Action Drama History War
J.J. Abrams,star trek,Chris Hemsworth,Leonard Nimoy,Bruce Greenwood,Action Adventure Sci-Fi,Chris Hemsworth Leonard Nimoy Bruce Greenwood J.J. Abrams Action Adventure Sci-Fi
Sam Raimi,spider-man,J.K. Simmons,James Franco,Kirsten Dunst,Action Adventure Fantasy Romance,J.K. Simmons James Franco Kirsten Dunst Sam Raimi Action Adventure Fantasy Romance
Dean DeBlois,how to train your dragon 2,Gerard Butler,Djimon Hounsou,America Ferrera,Action Adventure Animation Comedy Family Fantasy,Gerard Butler Djimon Hounsou America Ferrera Dean DeBlois Action Adventure Animation Comedy Family Fantasy
Alex Proyas,gods of egypt,Gerard Butler,Elodie Yung,Bryan Brown,Action Adventure Fantasy,Gerard Butler Elodie Yung Bryan Brown Alex Proyas Action Adventure Fantasy
Rob Cohen,stealth,Sam Shepard,Joe Morton,Richard Roxburgh,Action Adventure Sci-Fi Thriller,Sam Shepard Joe Morton Richard Roxburgh Rob Cohen Action Adventure Sci-Fi Thriller
Zack Snyder,watchmen,Matt Frewer,Billy Crudup,Stephen McHattie,Action Drama Mystery Sci-Fi,Matt Frewer Billy Crudup Stephen McHattie Zack Snyder Action Drama Mystery Sci-Fi
Richard Donner,lethal weapon 4,Jet Li,Rene Russo,Darlene Love,Action Crime Thriller,Jet Li Rene Russo Darlene Love Richard Donner Action Crime Thriller
Ang Lee,hulk,Kevin Rankin,Regi Davis,Celia Weston,Action Sci-Fi,Kevin Rankin Regi Davis Celia Weston Ang Lee Action Sci-Fi
Jon M. Chu,g.i. joe: retaliation,Channing Tatum,Dwayne Johnson,Elodie Yung,Action Adventure Sci-Fi Thriller,Channing Tatum Dwayne Johnson Elodie Yung Jon M. Chu Action Adventure Sci-Fi Thriller
Hironobu Sakaguchi,final fantasy: the spirits within,Steve Buscemi,Ming-Na Wen,Jean Simmons,Action Adventure Animation Fantasy Romance Sci-Fi,Steve Buscemi Ming-Na Wen Jean Simmons Hironobu Sakaguchi Action Adventure Animation Fantasy Romance Sci-Fi
Joe Johnston,captain america: the first avenger,Chris Evans,Dominic Cooper,Hayley Atwell,Action Adventure Sci-Fi,Chris Evans Dominic Cooper Hayley Atwell Joe Johnston Action Adventure Sci-Fi
Michael Apted,the world is not enough,Colin Salmon,Maria Grazia Cucinotta,Desmond Llewelyn,Action Adventure Thriller,Colin Salmon Maria Grazia Cucinotta Desmond Llewelyn Michael Apted Action Adventure Thriller
Peter Weir,master and commander: the far side of the world,James D'Arcy,Lee Ingleby,David Threlfall,Action Adventure Drama History War,James D'Arcy Lee Ingleby David Threlfall Peter Weir Action Adventure Drama History War
George Miller,happy feet 2,Robin Williams,Brad Pitt,Common,Animation Comedy Family Musical,Robin Williams Brad Pitt Common George Miller Animation Comedy Family Musical
Louis Leterrier,the incredible hulk,Ty Burrell,Peter Mensah,William Hurt,Action Adventure Sci-Fi,Ty Burrell Peter Mensah William Hurt Louis Leterrier Action Adventure Sci-Fi
unknown,miami vice            ,Don Johnson,Philip Michael Thomas,John Diehl,Action Crime Drama Mystery Thriller,Don Johnson Philip Michael Thomas John Diehl unknown Action Crime Drama Mystery Thriller
Steven Spielberg,the bfg,Mark Rylance,Penelope Wilton,Rafe Spall,Adventure Family Fantasy,Mark Rylance Penelope Wilton Rafe Spall Steven Spielberg Adventure Family Fantasy
Alejandro G. Iñárritu,the revenant,Leonardo DiCaprio,Tom Hardy,Lukas Haas,Adventure Drama Thriller Western,Leonardo DiCaprio Tom Hardy Lukas Haas Alejandro G. Iñárritu Adventure Drama Thriller Western
David Soren,turbo,Ryan Reynolds,Snoop Dogg,Ben Schwartz,Adventure Animation Comedy Family Sport,Ryan Reynolds Snoop Dogg Ben Schwartz David Soren Adventure Animation Comedy Family Sport
Gore Verbinski,rango,Johnny Depp,Ray Winstone,Stephen Root,Adventure Animation Comedy Family Western,Johnny Depp Ray Winstone Stephen Root Gore Verbinski Adventure Animation Comedy Family Western
Eric Darnell,penguins of madagascar,Benedict Cumberbatch,Annet Mahendru,Andy Richter,Adventure Animation Comedy Family,Benedict Cumberbatch Annet Mahendru Andy Richter Eric Darnell Adventure Animation Comedy Family
Paul Greengrass,the bourne ultimatum,Matt Damon,Edgar Ramírez,Albert Finney,Action Mystery Thriller,Matt Damon Edgar Ramírez Albert Finney Paul Greengrass Action Mystery Thriller
Mark Osborne,kung fu panda,Angelina Jolie Pitt,Wayne Knight,Dan Fogler,Action Adventure Animation Comedy Family,Angelina Jolie Pitt Wayne Knight Dan Fogler Mark Osborne Action Adventure Animation Comedy Family
Peyton Reed,ant-man,Judy Greer,Hayley Atwell,T.I.,Action Adventure Comedy Sci-Fi,Judy Greer Hayley Atwell T.I. Peyton Reed Action Adventure Comedy Sci-Fi
Francis Lawrence,the hunger games: catching fire,Jennifer Lawrence,Josh Hutcherson,Sandra Ellis Lafferty,Adventure Sci-Fi Thriller,Jennifer Lawrence Josh Hutcherson Sandra Ellis Lafferty Francis Lawrence Adventure Sci-Fi Thriller
Bill Condon,the twilight saga: breaking dawn - part 2,Robert Pattinson,Kristen Stewart,Taylor Lautner,Adventure Drama Fantasy Romance,Robert Pattinson Kristen Stewart Taylor Lautner Bill Condon Adventure Drama Fantasy Romance
Steven Spielberg,war of the worlds,Tom Cruise,Lisa Ann Walter,Rick Gonzalez,Adventure Sci-Fi Thriller,Tom Cruise Lisa Ann Walter Rick Gonzalez Steven Spielberg Adventure Sci-Fi Thriller
Michael Bay,bad boys ii,Will Smith,Henry Rollins,Jordi Mollà,Action Comedy Crime Thriller,Will Smith Henry Rollins Jordi Mollà Michael Bay Action Comedy Crime Thriller
Chris Miller,puss in boots,Salma Hayek,Constance Marie,Amy Sedaris,Action Adventure Animation Comedy Family Fantasy,Salma Hayek Constance Marie Amy Sedaris Chris Miller Action Adventure Animation Comedy Family Fantasy
Phillip Noyce,salt,Angelina Jolie Pitt,Andre Braugher,August Diehl,Action Crime Mystery Thriller,Angelina Jolie Pitt Andre Braugher August Diehl Phillip Noyce Action Crime Mystery Thriller
Darren Aronofsky,noah,Anthony Hopkins,Emma Watson,Logan Lerman,Action Adventure Drama,Anthony Hopkins Emma Watson Logan Lerman Darren Aronofsky Action Adventure Drama
Steven Spielberg,the adventures of tintin,Toby Jones,Mackenzie Crook,Tony Curran,Action Adventure Family Mystery,Toby Jones Mackenzie Crook Tony Curran Steven Spielberg Action Adventure Family Mystery
Alfonso Cuarón,harry potter and the prisoner of azkaban,Daniel Radcliffe,Gary Oldman,Rupert Grint,Adventure Family Fantasy Mystery,Daniel Radcliffe Gary Oldman Rupert Grint Alfonso Cuarón Adventure Family Fantasy Mystery
Baz Luhrmann,australia,Essie Davis,Bryan Brown,Eddie Baroo,Adventure Drama Romance War,Essie Davis Bryan Brown Eddie Baroo Baz Luhrmann Adventure Drama Romance War
M. Night Shyamalan,after earth,Will Smith,Zoë Kravitz,Glenn Morshower,Action Adventure Sci-Fi,Will Smith Zoë Kravitz Glenn Morshower M. Night Shyamalan Action Adventure Sci-Fi
Eric Leighton,dinosaur,Alfre Woodard,D.B. Sweeney,Della Reese,Adventure Animation Family Thriller,Alfre Woodard D.B. Sweeney Della Reese Eric Leighton Adventure Animation Family Thriller
Matt Birch,harry potter and the deathly hallows: part ii,Rupert Grint,Dave Legeno,Ralph Ineson,Action Fantasy,Rupert Grint Dave Legeno Ralph Ineson Matt Birch Action Fantasy
Shawn Levy,night at the museum: secret of the tomb,Robin Williams,Rami Malek,Steve Coogan,Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Adventure Comedy Family Fantasy
Tom McGrath,megamind,J.K. Simmons,Brad Pitt,Will Ferrell,Action Animation Comedy Family Sci-Fi,J.K. Simmons Brad Pitt Will Ferrell Tom McGrath Action Animation Comedy Family Sci-Fi
Chris Columbus,harry potter and the sorcerer's stone,Daniel Radcliffe,Fiona Shaw,Verne Troyer,Adventure Family Fantasy,Daniel Radcliffe Fiona Shaw Verne Troyer Chris Columbus Adventure Family Fantasy
Robert Schwentke,r.i.p.d.,Ryan Reynolds,Jeff Bridges,Stephanie Szostak,Action Comedy Fantasy,Ryan Reynolds Jeff Bridges Stephanie Szostak Robert Schwentke Action Comedy Fantasy
Hideaki Anno,godzilla resurgence,Mark Chinnery,Shin'ya Tsukamoto,Atsuko Maeda,Action Adventure Drama Horror Sci-Fi,Mark Chinnery Shin'ya Tsukamoto Atsuko Maeda Hideaki Anno Action Adventure Drama Horror Sci-Fi
Gore Verbinski,pirates of the caribbean: the curse of the black pearl,Johnny Depp,Orlando Bloom,Jack Davenport,Action Adventure Fantasy,Johnny Depp Orlando Bloom Jack Davenport Gore Verbinski Action Adventure Fantasy
Matt Birch,harry potter and the deathly hallows: part i,Rupert Grint,Toby Jones,Alfred Enoch,Fantasy,Rupert Grint Toby Jones Alfred Enoch Matt Birch Fantasy
Francis Lawrence,the hunger games: mockingjay - part 1,Jennifer Lawrence,Philip Seymour Hoffman,Josh Hutcherson,Adventure Sci-Fi Thriller,Jennifer Lawrence Philip Seymour Hoffman Josh Hutcherson Francis Lawrence Adventure Sci-Fi Thriller
Ron Howard,the da vinci code,Tom Hanks,Seth Gabel,Jürgen Prochnow,Mystery Thriller,Tom Hanks Seth Gabel Jürgen Prochnow Ron Howard Mystery Thriller
Carlos Saldanha,rio 2,Miguel Ferrer,Rachel Crow,Jeffrey Garcia,Adventure Animation Comedy Family Musical,Miguel Ferrer Rachel Crow Jeffrey Garcia Carlos Saldanha Adventure Animation Comedy Family Musical
Bryan Singer,x-men 2,Hugh Jackman,Bruce Davison,Aaron Stanford,Action Adventure Fantasy Sci-Fi Thriller,Hugh Jackman Bruce Davison Aaron Stanford Bryan Singer Action Adventure Fantasy Sci-Fi Thriller
Justin Lin,fast five,Paul Walker,Vin Diesel,Dwayne Johnson,Action Crime Thriller,Paul Walker Vin Diesel Dwayne Johnson Justin Lin Action Crime Thriller
Guy Ritchie,sherlock holmes: a game of shadows,Robert Downey Jr.,Eddie Marsan,Paul Anderson,Action Adventure Crime Mystery Thriller,Robert Downey Jr. Eddie Marsan Paul Anderson Guy Ritchie Action Adventure Crime Mystery Thriller
John McTiernan,the 13th warrior,Tony Curran,Vladimir Kulich,Clive Russell,Action Adventure History,Tony Curran Vladimir Kulich Clive Russell John McTiernan Action Adventure History
Tony Gilroy,the bourne legacy,Jeremy Renner,Scott Glenn,Stacy Keach,Action Adventure Thriller,Jeremy Renner Scott Glenn Stacy Keach Tony Gilroy Action Adventure Thriller
Joel Schumacher,batman & robin,Michael Gough,Vivica A. Fox,John Glover,Action,Michael Gough Vivica A. Fox John Glover Joel Schumacher Action
Ron Howard,how the grinch stole christmas,Clint Howard,T.J. Thyne,Molly Shannon,Comedy Family Fantasy,Clint Howard T.J. Thyne Molly Shannon Ron Howard Comedy Family Fantasy
Roland Emmerich,the day after tomorrow,Jake Gyllenhaal,Dennis Quaid,Sela Ward,Action Adventure Sci-Fi Thriller,Jake Gyllenhaal Dennis Quaid Sela Ward Roland Emmerich Action Adventure Sci-Fi Thriller
John Woo,mission: impossible ii,Tom Cruise,Dougray Scott,Richard Roxburgh,Action Adventure Thriller,Tom Cruise Dougray Scott Richard Roxburgh John Woo Action Adventure Thriller
Wolfgang Petersen,the perfect storm,Karen Allen,Mary Elizabeth Mastrantonio,Bob Gunton,Action Adventure Drama Thriller,Karen Allen Mary Elizabeth Mastrantonio Bob Gunton Wolfgang Petersen Action Adventure Drama Thriller
Tim Story,fantastic 4: rise of the silver surfer,Chris Evans,Ioan Gruffudd,Andre Braugher,Action Adventure Sci-Fi Thriller,Chris Evans Ioan Gruffudd Andre Braugher Tim Story Action Adventure Sci-Fi Thriller
Ang Lee,life of pi,Suraj Sharma,Rafe Spall,Tabu,Adventure Drama Fantasy,Suraj Sharma Rafe Spall Tabu Ang Lee Adventure Drama Fantasy
Mark Steven Johnson,ghost rider,Nicolas Cage,Matt Long,Peter Fonda,Action Fantasy Thriller,Nicolas Cage Matt Long Peter Fonda Mark Steven Johnson Action Fantasy Thriller
Paul Greengrass,jason bourne,Matt Damon,Riz Ahmed,Ato Essandoh,Action Thriller,Matt Damon Riz Ahmed Ato Essandoh Paul Greengrass Action Thriller
McG,charlie's angels: full throttle,Demi Moore,Bernie Mac,Justin Theroux,Action Adventure Comedy Crime,Demi Moore Bernie Mac Justin Theroux McG Action Adventure Comedy Crime
Ridley Scott,prometheus,Michael Fassbender,Charlize Theron,Sean Harris,Adventure Mystery Sci-Fi,Michael Fassbender Charlize Theron Sean Harris Ridley Scott Adventure Mystery Sci-Fi
Rob Minkoff,stuart little 2,Nathan Lane,Brad Garrett,Melanie Griffith,Adventure Animation Comedy Family Fantasy,Nathan Lane Brad Garrett Melanie Griffith Rob Minkoff Adventure Animation Comedy Family Fantasy
Neill Blomkamp,elysium,Matt Damon,Sharlto Copley,Alice Braga,Action Drama Sci-Fi Thriller,Matt Damon Sharlto Copley Alice Braga Neill Blomkamp Action Drama Sci-Fi Thriller
David Twohy,the chronicles of riddick,Vin Diesel,Alexa Davalos,Christina Cox,Action Adventure Sci-Fi Thriller,Vin Diesel Alexa Davalos Christina Cox David Twohy Action Adventure Sci-Fi Thriller
Lana Wachowski,speed racer,Scott Porter,Kick Gurry,Nicholas Elia,Action Family Sport,Scott Porter Kick Gurry Nicholas Elia Lana Wachowski Action Family Sport
James L. Brooks,how do you know,Shelley Conn,Domenick Lombardozzi,Teyonah Parris,Comedy Drama Romance,Shelley Conn Domenick Lombardozzi Teyonah Parris James L. Brooks Comedy Drama Romance
James Mangold,knight and day,Tom Cruise,Marc Blucas,Jordi Mollà,Action Comedy Romance,Tom Cruise Marc Blucas Jordi Mollà James Mangold Action Comedy Romance
Joseph Kosinski,oblivion,Morgan Freeman,Tom Cruise,Zoë Bell,Action Adventure Mystery Sci-Fi,Morgan Freeman Tom Cruise Zoë Bell Joseph Kosinski Action Adventure Mystery Sci-Fi
George Lucas,star wars: episode iii - revenge of the sith,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
George Lucas,star wars: episode ii - attack of the clones,Natalie Portman,Christopher Lee,Hayden Christensen,Action Adventure Fantasy Sci-Fi,Natalie Portman Christopher Lee Hayden Christensen George Lucas Action Adventure Fantasy Sci-Fi
Pete Docter,"monsters, inc.",Steve Buscemi,John Ratzenberger,James Coburn,Adventure Animation Comedy Family Fantasy,Steve Buscemi John Ratzenberger James Coburn Pete Docter Adventure Animation Comedy Family Fantasy
James Mangold,the wolverine,Hugh Jackman,Tao Okamoto,Rila Fukushima,Action Adventure Sci-Fi Thriller,Hugh Jackman Tao Okamoto Rila Fukushima James Mangold Action Adventure Sci-Fi Thriller
George Lucas,star wars: episode i - the phantom menace,Natalie Portman,Liam Neeson,Ian McDiarmid,Action Adventure Fantasy Sci-Fi,Natalie Portman Liam Neeson Ian McDiarmid George Lucas Action Adventure Fantasy Sci-Fi
Kirk De Micco,the croods,Ryan Reynolds,Emma Stone,Nicolas Cage,Adventure Animation Comedy Family Fantasy,Ryan Reynolds Emma Stone Nicolas Cage Kirk De Micco Adventure Animation Comedy Family Fantasy
Frédéric Forestier,asterix at the olympic games,Alain Delon,Santiago Segura,Vanessa Hessler,Adventure Comedy Family Fantasy,Alain Delon Santiago Segura Vanessa Hessler Frédéric Forestier Adventure Comedy Family Fantasy
John Woo,windtalkers,Nicolas Cage,Roger Willie,Noah Emmerich,Action Drama War,Nicolas Cage Roger Willie Noah Emmerich John Woo Action Drama War
Cedric Nicolas-Troyan,the huntsman: winter's war,Chris Hemsworth,Sam Claflin,Charlize Theron,Action Adventure Drama Fantasy,Chris Hemsworth Sam Claflin Charlize Theron Cedric Nicolas-Troyan Action Adventure Drama Fantasy
Alfonso Cuarón,gravity,Phaldut Sharma,Basher Savage,Amy Warren,Adventure Drama Sci-Fi Thriller,Phaldut Sharma Basher Savage Amy Warren Alfonso Cuarón Adventure Drama Sci-Fi Thriller
Roger Donaldson,dante's peak,Jamie Renée Smith,Grant Heslov,Tzi Ma,Action Adventure Thriller,Jamie Renée Smith Grant Heslov Tzi Ma Roger Donaldson Action Adventure Thriller
Dave Green,teenage mutant ninja turtles: out of the shadows,Stephen Amell,Noel Fisher,Brad Garrett,Action Adventure Comedy Sci-Fi,Stephen Amell Noel Fisher Brad Garrett Dave Green Action Adventure Comedy Sci-Fi
Shawn Levy,night at the museum,Robin Williams,Rami Malek,Steve Coogan,Action Adventure Comedy Family Fantasy,Robin Williams Rami Malek Steve Coogan Shawn Levy Action Adventure Comedy Family Fantasy
Brad Peyton,san andreas,Dwayne Johnson,Ioan Gruffudd,Archie Panjabi,Action Adventure Drama Thriller,Dwayne Johnson Ioan Gruffudd Archie Panjabi Brad Peyton Action Adventure Drama Thriller
Roger Spottiswoode,tomorrow never dies,Vincent Schiavelli,Colin Salmon,Joe Don Baker,Action Adventure Thriller,Vincent Schiavelli Colin Salmon Joe Don Baker Roger Spottiswoode Action Adventure Thriller
Roland Emmerich,the patriot,Heath Ledger,Adam Baldwin,Tom Wilkinson,Action Drama History War,Heath Ledger Adam Baldwin Tom Wilkinson Roland Emmerich Action Drama History War
Steven Soderbergh,ocean's twelve,Brad Pitt,Julia Roberts,Mini Anden,Crime Thriller,Brad Pitt Julia Roberts Mini Anden Steven Soderbergh Crime Thriller
Doug Liman,mr. & mrs. smith,Brad Pitt,Angelina Jolie Pitt,Stephanie March,Action Comedy Crime Romance Thriller,Brad Pitt Angelina Jolie Pitt Stephanie March Doug Liman Action Comedy Crime Romance Thriller
Robert Schwentke,insurgent,Kate Winslet,Theo James,Mekhi Phifer,Adventure Sci-Fi Thriller,Kate Winslet Theo James Mekhi Phifer Robert Schwentke Adventure Sci-Fi Thriller
Martin Scorsese,the aviator,Leonardo DiCaprio,Adam Scott,Frances Conroy,Biography Drama,Leonardo DiCaprio Adam Scott Frances Conroy Martin Scorsese Biography Drama
Rob Letterman,gulliver's travels,James Corden,Catherine Tate,Olly Alexander,Adventure Comedy Family Fantasy,James Corden Catherine Tate Olly Alexander Rob Letterman Adventure Comedy Family Fantasy
